Order Date,Region,Category,Sales,Profit,Month-Year
2013-10-19,West,Furniture,307.92,-34.641,2013-10
2014-12-19,West,Office Supplies,6.63,1.7901,2014-12
2014-12-19,West,Office Supplies,12.96,6.2208,2014-12
2014-12-19,West,Office Supplies,32.4,15.552,2014-12
2014-11-03,West,Office Supplies,23.85,10.7325,2014-11
2011-04-29,South,Furniture,51.96,12.99,2011-04
2011-04-29,South,Office Supplies,17.94,8.6112,2011-04
2014-10-24,East,Office Supplies,11.56,5.6644,2014-10
2014-10-24,East,Office Supplies,26.4,11.88,2014-10
2014-10-24,East,Furniture,69.08,29.0136,2014-10
2014-10-24,East,Technology,35.88,10.0464,2014-10
2011-03-30,East,Office Supplies,49.65,20.853,2011-03
2013-01-04,South,Technology,959.968,119.996,2013-01
2012-04-26,Central,Furniture,408.422,-5.8346,2012-04
2012-09-12,East,Technology,479.984,59.998,2012-09
2012-09-12,East,Office Supplies,12.6,6.048,2012-09
2014-09-12,South,Office Supplies,184.66,84.9436,2014-09
2013-06-13,Central,Office Supplies,23.12,8.381,2013-06
2013-06-28,Central,Office Supplies,37.464,12.1758,2013-06
2013-06-28,Central,Furniture,539.658,-7.7094,2013-06
2011-09-26,West,Office Supplies,310.12,80.6312,2011-09
2014-11-04,Central,Office Supplies,8.56,3.852,2014-11
2014-11-04,Central,Office Supplies,52.4,14.148,2014-11
2014-11-04,Central,Office Supplies,14.94,6.8724,2014-11
2014-02-20,West,Office Supplies,11.22,0.2244,2014-02
2012-11-05,South,Office Supplies,387.136,24.196,2012-11
2011-06-16,East,Office Supplies,41.4,19.458,2011-06
2011-06-16,East,Office Supplies,35.0,10.5,2011-06
2011-06-16,East,Office Supplies,39.552,14.3376,2011-06
2012-10-12,Central,Technology,135.72,35.2872,2012-10
2012-10-12,Central,Office Supplies,12.56,5.652,2012-10
2012-10-12,Central,Technology,263.96,71.2692,2012-10
2014-08-28,Central,Office Supplies,5.952,0.372,2014-08
2013-11-24,East,Office Supplies,15.8,2.37,2013-11
2013-11-24,East,Furniture,14.368,3.9512,2013-11
2013-11-24,East,Furniture,70.448,12.3284,2013-11
2014-01-31,West,Office Supplies,129.3,6.465,2014-01
2012-11-30,Central,Office Supplies,3.882,-5.823,2012-11
2011-06-28,Central,Office Supplies,6.08,3.04,2011-06
2011-09-02,East,Office Supplies,19.9,8.955,2011-09
2011-09-02,East,Furniture,70.71,4.9497,2011-09
2014-07-11,South,Furniture,18.84,7.9128,2014-07
2014-06-05,Central,Office Supplies,8.64,2.5056,2014-06
2014-10-20,South,Office Supplies,1633.188,-1306.5504,2014-10
2014-11-19,Central,Furniture,19.76,8.2992,2014-11
2012-08-08,West,Office Supplies,6.608,2.2302,2012-08
2012-08-08,West,Office Supplies,7.28,2.73,2012-08
2012-08-08,West,Furniture,144.784,10.8588,2012-08
2013-12-07,West,Technology,156.792,13.7193,2013-12
2013-12-07,West,Technology,431.976,26.9985,2013-12
2013-12-07,West,Office Supplies,35.89,16.1505,2013-12
2013-12-07,West,Office Supplies,47.208,15.3426,2013-12
2013-12-07,West,Office Supplies,248.08,116.5976,2013-12
2013-12-07,West,Office Supplies,189.7,89.159,2013-12
2013-12-07,West,Office Supplies,59.808,19.4376,2013-12
2014-03-26,Central,Furniture,90.99,14.5584,2014-03
2014-03-26,Central,Furniture,1526.56,427.4368,2014-03
2014-03-26,Central,Furniture,368.97,40.5867,2014-03
2014-11-20,West,Office Supplies,305.01,76.2525,2014-11
2014-11-20,West,Furniture,18.7,7.106,2014-11
2013-11-05,West,Furniture,38.29,16.4647,2013-11
2014-12-15,West,Furniture,26.25,11.025,2014-12
2014-12-15,West,Office Supplies,64.96,22.736,2014-12
2014-12-15,West,Office Supplies,43.7,20.539,2014-12
2014-11-13,West,Technology,41.6,13.0,2014-11
2014-11-13,West,Office Supplies,23.12,8.381,2014-11
2014-11-13,West,Furniture,113.888,9.9652,2014-11
2014-11-13,West,Furniture,113.568,-5.6784,2014-11
2014-11-13,West,Technology,7.92,0.693,2014-11
2014-11-13,West,Technology,671.984,50.3988,2014-11
2013-08-19,East,Technology,39.99,11.5971,2013-08
2014-06-28,East,Furniture,191.646,31.941,2014-06
2014-05-05,East,Office Supplies,2.313,-1.9275,2014-05
2012-12-24,West,Office Supplies,19.936,7.2268,2012-12
2012-12-24,West,Office Supplies,45.92,21.5824,2012-12
2014-04-27,West,Office Supplies,20.34,9.3564,2014-04
2014-04-27,West,Office Supplies,39.28,19.2472,2014-04
2014-12-17,West,Furniture,81.568,9.1764,2014-12
2014-12-17,West,Furniture,97.184,6.074,2014-12
2014-12-17,West,Office Supplies,24.32,8.208,2014-12
2014-12-17,West,Furniture,18.96,7.584,2014-12
2011-12-27,Central,Furniture,32.952,-19.7712,2011-12
2011-12-27,Central,Office Supplies,30.016,3.0016,2011-12
2014-11-07,South,Office Supplies,499.584,43.7136,2014-11
2014-11-07,South,Office Supplies,31.104,10.8864,2014-11
2014-11-07,South,Office Supplies,13.272,-10.6176,2014-11
2014-11-07,South,Furniture,28.272,6.3612,2014-11
2014-11-07,South,Office Supplies,259.136,-51.8272,2014-11
2014-12-17,Central,Office Supplies,10.8,5.184,2014-12
2012-05-07,Central,Furniture,244.006,-31.3722,2012-05
2012-05-07,Central,Office Supplies,15.936,5.3784,2012-05
2014-12-05,East,Furniture,188.552,-2.6936,2014-12
2014-10-04,East,Office Supplies,22.58,5.8708,2014-10
2011-01-14,South,Furniture,545.94,87.3504,2011-01
2012-06-12,East,Office Supplies,20.736,7.2576,2012-06
2012-06-12,East,Furniture,43.296,4.3296,2012-06
2011-07-12,West,Furniture,123.136,13.8528,2011-07
2011-07-12,West,Office Supplies,11.264,3.8016,2011-07
2011-12-06,West,Office Supplies,53.424,4.6746,2011-12
2011-12-06,West,Furniture,275.49,-170.8038,2011-12
2013-05-26,South,Furniture,24.96,6.24,2013-05
2013-05-26,South,Office Supplies,19.36,9.2928,2013-05
2013-05-26,South,Office Supplies,1267.65,152.118,2013-05
2013-02-21,West,Technology,12.99,0.7794,2013-02
2013-02-21,West,Office Supplies,18.56,6.496,2013-02
2013-02-21,West,Office Supplies,449.15,8.983,2013-02
2013-02-21,West,Office Supplies,31.248,10.9368,2013-02
2013-10-03,East,Office Supplies,61.44,16.5888,2013-10
2014-03-12,Central,Office Supplies,895.92,421.0824,2014-03
2013-09-10,West,Office Supplies,55.36,18.684,2013-09
2011-07-14,West,Office Supplies,55.92,6.291,2011-07
2011-06-21,East,Office Supplies,24.896,8.4024,2011-06
2011-06-21,East,Furniture,3.984,0.6474,2011-06
2011-06-21,East,Technology,95.968,28.7904,2011-06
2011-06-21,East,Technology,206.991,-172.4925,2011-06
2011-06-21,East,Office Supplies,44.416,3.8864,2011-06
2011-06-21,East,Office Supplies,9.006,-7.2048,2011-06
2012-07-05,Central,Office Supplies,19.0,8.93,2012-07
2014-12-17,East,Office Supplies,33.376,10.43,2014-12
2013-09-09,East,Office Supplies,207.48,62.244,2013-09
2011-05-17,Central,Office Supplies,91.68,45.84,2011-05
2014-10-14,East,Office Supplies,904.9,253.372,2014-10
2011-10-24,West,Office Supplies,34.272,11.1384,2011-10
2013-12-06,South,Furniture,191.82,74.8098,2013-12
2013-07-26,East,Office Supplies,243.88,27.4365,2013-07
2014-04-18,West,Office Supplies,12.03,-9.223,2014-04
2014-04-18,West,Technology,2549.985,-3399.98,2014-04
2014-04-18,West,Office Supplies,21.594,-15.8356,2014-04
2014-04-18,West,Office Supplies,8.964,-6.5736,2014-04
2014-04-18,West,Office Supplies,20.736,7.2576,2014-04
2012-09-17,East,Furniture,344.22,-103.266,2012-09
2013-08-24,Central,Office Supplies,727.296,-172.7328,2013-08
2013-08-24,Central,Furniture,22.608,-10.1736,2013-08
2013-08-24,Central,Technology,666.4,-33.32,2013-08
2012-11-08,West,Office Supplies,5.04,0.2016,2012-11
2012-11-08,West,Office Supplies,92.94,41.823,2012-11
2012-11-08,West,Furniture,66.69,22.0077,2012-11
2012-11-08,West,Office Supplies,91.68,28.65,2012-11
2014-11-18,Central,Furniture,327.7328,-14.4588,2014-11
2012-11-08,East,Office Supplies,52.272,17.6418,2012-11
2012-11-08,East,Office Supplies,17.94,8.073,2012-11
2014-04-23,East,Furniture,254.352,0.0,2014-04
2011-08-24,West,Office Supplies,8.288,2.6936,2011-08
2014-12-18,South,Furniture,504.9,80.784,2014-12
2013-03-25,West,Technology,403.168,25.198,2013-03
2012-09-21,Central,Furniture,194.32,31.0912,2012-09
2012-09-21,Central,Office Supplies,25.99,7.5371,2012-09
2013-11-22,West,Furniture,195.136,-12.196,2013-11
2014-09-17,East,Office Supplies,20.736,7.2576,2014-09
2012-06-11,South,Technology,53.7,10.203,2012-06
2012-06-11,South,Office Supplies,36.26,16.6796,2012-06
2012-06-11,South,Office Supplies,56.3,15.764,2012-06
2012-06-11,South,Office Supplies,32.4,15.552,2012-06
2012-06-11,South,Furniture,29.16,10.7892,2012-06
2014-10-04,West,Furniture,171.288,-6.4233,2014-10
2013-05-06,South,Furniture,16.72,3.344,2013-05
2014-09-12,West,Office Supplies,12.96,6.2208,2014-09
2014-09-12,West,Office Supplies,22.18,10.8682,2014-09
2014-09-12,West,Furniture,2054.272,256.784,2014-09
2012-04-30,East,Technology,1022.97,-255.7425,2012-04
2014-11-07,Central,Office Supplies,13.9,3.614,2014-11
2014-11-07,Central,Office Supplies,26.38,12.1348,2014-11
2011-09-30,West,Office Supplies,43.176,13.4925,2011-09
2014-04-03,South,Furniture,411.8,70.006,2014-04
2014-04-03,South,Technology,360.0,129.6,2014-04
2014-10-07,West,Furniture,41.96,2.9372,2014-10
2014-10-07,West,Office Supplies,227.84,66.0736,2014-10
2014-10-07,West,Office Supplies,37.94,18.2112,2014-10
2013-04-10,Central,Technology,517.9,134.654,2013-04
2013-04-10,Central,Office Supplies,5.28,2.4288,2013-04
2012-08-28,Central,Technology,2799.96,874.9875,2012-08
2014-10-20,West,Office Supplies,8.96,4.3008,2014-10
2014-10-20,West,Office Supplies,31.5,15.12,2014-10
2014-10-20,West,Furniture,30.56,10.3904,2014-10
2014-10-20,West,Furniture,24.368,-3.3506,2014-10
2013-11-08,East,Technology,119.976,22.4955,2013-11
2014-03-04,Central,Office Supplies,26.88,9.744,2014-03
2012-11-27,East,Technology,83.97,23.5116,2012-11
2012-11-27,East,Technology,104.97,7.3479,2012-11
2014-03-14,West,Office Supplies,90.8,25.424,2014-03
2014-03-14,West,Technology,140.736,49.2576,2014-03
2014-03-14,West,Technology,214.95,88.1295,2014-03
2014-03-14,West,Office Supplies,45.36,21.7728,2014-03
2014-03-14,West,Office Supplies,288.24,138.3552,2014-03
2014-12-01,East,Office Supplies,663.936,82.992,2014-12
2011-11-17,East,Office Supplies,2934.33,792.2691,2011-11
2011-11-17,East,Furniture,124.41,14.9292,2011-11
2011-11-17,East,Office Supplies,57.75,26.565,2011-11
2013-01-03,West,Office Supplies,114.46,28.615,2013-01
2012-10-03,West,Furniture,120.666,18.4548,2012-10
2011-07-20,Central,Office Supplies,342.864,38.5722,2011-07
2011-07-20,Central,Furniture,16.74,-14.229,2011-07
2011-07-20,Central,Furniture,981.372,-140.196,2011-07
2011-05-21,West,Office Supplies,31.84,10.5072,2011-05
2014-09-05,West,Office Supplies,12.96,6.2208,2014-09
2014-09-05,West,Technology,43.176,15.1116,2014-09
2014-05-28,South,Office Supplies,58.34,28.0032,2014-05
2014-05-28,South,Technology,539.97,134.9925,2014-05
2011-01-29,East,Office Supplies,3.928,1.3257,2011-01
2014-02-10,Central,Office Supplies,252.784,-417.0936,2014-02
2014-02-10,Central,Technology,127.984,15.998,2014-02
2014-02-10,Central,Furniture,3.984,-2.6892,2014-02
2014-02-10,Central,Office Supplies,12.992,-32.48,2014-02
2014-04-01,South,Furniture,61.0,25.62,2014-04
2014-04-01,South,Technology,671.93,188.1404,2014-04
2013-03-04,East,Office Supplies,447.86,219.4514,2013-03
2013-03-04,East,Technology,479.95,129.5865,2013-03
2013-03-04,East,Office Supplies,166.44,79.8912,2013-03
2012-08-23,Central,Office Supplies,31.68,2.772,2012-08
2012-08-23,Central,Office Supplies,10.368,3.6288,2012-08
2012-08-23,Central,Office Supplies,12.032,2.256,2012-08
2012-08-23,Central,Office Supplies,5.768,-13.5548,2012-08
2014-04-28,Central,Office Supplies,33.12,11.592,2014-04
2014-04-28,Central,Furniture,220.2656,-42.1096,2014-04
2014-04-15,East,Office Supplies,10.776,3.5022,2014-04
2014-04-15,East,Furniture,242.352,9.0882,2014-04
2014-12-23,East,Office Supplies,695.16,34.758,2014-12
2014-12-23,East,Furniture,220.98,50.8254,2014-12
2013-12-09,East,Office Supplies,12.957,-9.5018,2013-12
2014-03-24,East,Office Supplies,25.68,11.556,2014-03
2013-07-26,Central,Office Supplies,15.712,5.6956,2013-07
2014-07-11,Central,Office Supplies,298.464,26.1156,2014-07
2013-07-18,Central,Office Supplies,21.93,10.0878,2013-07
2013-07-18,Central,Office Supplies,242.94,4.8588,2013-07
2013-07-18,Central,Office Supplies,7.64,3.7436,2013-07
2013-07-18,Central,Office Supplies,51.84,25.4016,2013-07
2013-07-18,Central,Office Supplies,265.17,47.7306,2013-07
2013-08-24,West,Technology,837.6,62.82,2013-08
2013-08-24,West,Office Supplies,135.9,63.873,2013-08
2013-08-24,West,Office Supplies,34.68,16.9932,2013-08
2013-08-24,West,Furniture,532.704,-39.9528,2013-08
2013-08-24,West,Office Supplies,43.1,11.206,2013-08
2013-08-24,West,Office Supplies,15.88,0.1588,2013-08
2012-06-11,South,Furniture,1123.92,-182.637,2012-06
2012-06-11,South,Technology,249.584,31.198,2012-06
2012-06-11,South,Furniture,48.672,7.3008,2012-06
2012-06-11,South,Office Supplies,60.768,7.596,2012-06
2012-06-11,South,Office Supplies,78.6,-62.88,2012-06
2012-06-11,South,Office Supplies,3.768,-3.14,2012-06
2012-06-11,South,Office Supplies,1036.624,51.8312,2012-06
2012-06-11,South,Office Supplies,563.808,21.1428,2012-06
2014-09-09,East,Technology,258.528,-47.3968,2014-09
2014-10-03,East,Office Supplies,49.12,23.0864,2014-10
2011-12-16,West,Furniture,44.46,14.6718,2011-12
2011-12-16,West,Furniture,241.568,18.1176,2011-12
2011-12-16,West,Technology,395.0,39.5,2011-12
2011-12-16,West,Technology,627.168,70.5564,2011-12
2011-08-24,East,Furniture,13.28,6.3744,2011-08
2011-08-24,East,Office Supplies,12.672,4.4352,2011-08
2014-11-13,Central,Office Supplies,30.56,-45.84,2014-11
2014-11-13,Central,Office Supplies,77.952,-15.5904,2014-11
2014-11-13,Central,Technology,67.992,8.499,2014-11
2014-11-13,Central,Office Supplies,12.224,4.4312,2014-11
2014-11-13,Central,Technology,44.784,-0.5598,2014-11
2014-11-13,Central,Furniture,22.848,-17.7072,2014-11
2012-04-25,East,Office Supplies,206.43,90.8292,2012-04
2011-12-12,Central,Office Supplies,210.392,-336.6272,2011-12
2014-09-26,East,Technology,119.96,35.988,2014-09
2014-09-26,East,Office Supplies,10.608,0.9282,2014-09
2013-09-06,Central,Furniture,347.802,-24.843,2013-09
2014-02-12,West,Furniture,963.136,108.3528,2014-02
2014-02-12,West,Technology,88.776,7.7679,2014-02
2011-06-30,West,Office Supplies,32.4,10.368,2011-06
2013-06-08,East,Office Supplies,32.4,15.552,2013-06
2011-12-20,West,Office Supplies,31.05,14.904,2011-12
2012-12-15,East,Technology,2025.36,607.608,2012-12
2012-12-15,East,Technology,1799.994,-2639.9912,2012-12
2012-12-15,East,Technology,101.988,-16.998,2012-12
2012-12-15,East,Furniture,262.864,69.0018,2012-12
2014-07-21,Central,Office Supplies,735.98,331.191,2014-07
2011-08-03,West,Office Supplies,93.024,33.7212,2011-08
2012-08-24,East,Furniture,284.364,-75.8304,2012-08
2012-08-24,East,Technology,26.0,11.7,2012-08
2013-03-27,South,Office Supplies,67.64,5.9185,2013-03
2013-03-27,South,Technology,119.976,-17.9964,2013-03
2011-09-12,Central,Office Supplies,5.18,-8.029,2011-09
2011-09-21,West,Office Supplies,15.56,7.3132,2011-09
2011-09-21,West,Office Supplies,78.35,36.8245,2011-09
2011-09-21,West,Office Supplies,59.52,15.4752,2011-09
2011-09-21,West,Office Supplies,38.52,17.334,2011-09
2011-09-21,West,Technology,239.984,23.9984,2011-09
2011-09-21,West,Office Supplies,19.35,9.4815,2011-09
2013-10-30,Central,Furniture,67.0,32.16,2013-10
2013-05-29,South,Furniture,390.272,-24.392,2013-05
2013-05-29,South,Office Supplies,62.192,19.435,2013-05
2014-12-22,South,Office Supplies,23.88,11.2236,2014-12
2013-03-22,Central,Office Supplies,3.168,-4.752,2013-03
2013-03-22,Central,Furniture,528.43,0.0,2013-03
2013-03-22,Central,Office Supplies,13.392,1.5066,2013-03
2014-11-12,Central,Office Supplies,181.86,50.9208,2014-11
2014-09-24,West,Furniture,180.588,-240.784,2014-09
2014-09-24,West,Technology,47.984,0.5998,2014-09
2014-09-11,East,Office Supplies,18.76,9.0048,2014-09
2014-12-06,East,Furniture,20.94,6.0726,2014-12
2014-12-06,East,Furniture,58.68,18.1908,2014-12
2014-12-06,East,Office Supplies,254.9,68.823,2014-12
2014-11-10,East,Office Supplies,9.64,4.4344,2014-11
2014-11-10,East,Technology,826.62,355.4466,2014-11
2014-11-10,East,Office Supplies,1633.14,473.6106,2014-11
2014-11-10,East,Office Supplies,544.38,157.8702,2014-11
2011-11-07,Central,Office Supplies,26.046,-44.2782,2011-11
2011-11-07,Central,Office Supplies,74.352,26.9526,2011-11
2014-03-13,East,Technology,69.93,32.1678,2014-03
2014-10-21,West,Office Supplies,3.75,1.8,2014-10
2014-10-21,West,Office Supplies,20.928,7.5864,2014-10
2012-12-27,Central,Office Supplies,12.672,-3.168,2012-12
2014-10-03,East,Technology,65.99,17.1574,2014-10
2014-06-05,Central,Office Supplies,6.37,-9.555,2014-06
2011-09-01,Central,Office Supplies,3.648,-6.0192,2011-09
2011-09-01,Central,Office Supplies,31.104,10.8864,2011-09
2013-08-09,South,Office Supplies,23.34,0.2334,2013-08
2014-07-23,East,Technology,29.97,14.0859,2014-07
2012-07-10,West,Office Supplies,3.366,-2.244,2012-07
2011-12-01,South,Technology,95.968,9.5968,2011-12
2014-12-19,East,Office Supplies,18.704,2.338,2014-12
2011-05-18,East,Furniture,149.232,3.7308,2011-05
2011-05-18,East,Office Supplies,15.936,5.7768,2011-05
2011-11-10,West,Technology,601.536,60.1536,2011-11
2011-11-10,West,Technology,10.99,4.2861,2011-11
2011-11-10,West,Furniture,39.88,11.1664,2011-11
2011-11-10,West,Office Supplies,62.24,28.008,2011-11
2011-11-10,West,Furniture,53.2,14.896,2011-11
2011-11-10,West,Office Supplies,39.84,18.3264,2011-11
2013-01-09,West,Technology,349.95,118.983,2013-01
2013-01-09,West,Technology,377.928,141.723,2013-01
2014-09-23,Central,Office Supplies,13.392,5.022,2014-09
2014-09-23,Central,Office Supplies,11.228,-18.5262,2014-09
2011-12-23,Central,Office Supplies,207.24,58.0272,2011-12
2013-05-27,East,Office Supplies,1.504,0.1692,2013-05
2013-05-27,East,Office Supplies,34.848,6.534,2013-05
2014-07-09,West,Office Supplies,75.18,35.3346,2014-07
2011-05-13,West,Technology,149.97,52.4895,2011-05
2014-11-11,East,Office Supplies,931.176,314.2719,2014-11
2014-11-11,East,Technology,430.88,124.9552,2014-11
2012-10-02,East,Office Supplies,94.85,45.528,2012-10
2012-10-02,East,Office Supplies,51.12,23.004,2012-10
2012-10-02,East,Technology,90.0,32.4,2012-10
2011-10-02,West,Office Supplies,9.408,3.4104,2011-10
2011-10-02,West,Office Supplies,4.672,1.46,2011-10
2011-10-02,West,Technology,318.4,107.46,2011-10
2011-10-02,West,Office Supplies,12.768,4.6284,2011-10
2011-10-02,West,Office Supplies,15.36,-3.264,2011-10
2011-10-02,West,Technology,230.376,20.1579,2011-10
2011-10-02,West,Technology,7.16,-0.0895,2011-10
2011-08-11,East,Office Supplies,375.34,18.767,2011-08
2014-09-02,East,Furniture,114.9,39.066,2014-09
2014-04-17,Central,Office Supplies,26.046,-44.2782,2014-04
2014-04-17,Central,Office Supplies,2.896,-4.7784,2014-04
2014-04-17,Central,Office Supplies,32.544,-7.7292,2014-04
2013-04-25,West,Office Supplies,3.984,1.3944,2013-04
2013-01-15,East,Furniture,181.797,-15.5826,2013-01
2013-05-03,East,Office Supplies,44.94,12.5832,2013-05
2013-05-03,East,Office Supplies,45.576,15.9516,2013-05
2013-11-21,Central,Furniture,318.43,-77.333,2013-11
2013-11-21,Central,Technology,122.92,46.095,2013-11
2013-11-21,Central,Furniture,7.068,-2.8272,2013-11
2013-02-01,South,Office Supplies,56.45,14.677,2013-02
2014-04-01,Central,Office Supplies,13.468,-22.8956,2014-04
2014-12-02,Central,Technology,219.8,24.7275,2014-12
2014-12-02,Central,Furniture,317.058,-18.1176,2014-12
2014-12-11,West,Technology,49.08,4.908,2014-12
2014-12-11,West,Office Supplies,324.9,38.988,2014-12
2014-12-11,West,Office Supplies,18.24,5.2896,2014-12
2013-09-18,West,Furniture,113.888,9.9652,2013-09
2013-09-18,West,Technology,105.584,7.9188,2013-09
2013-12-24,Central,Office Supplies,24.85,11.6795,2013-12
2014-04-18,East,Furniture,60.312,5.2773,2014-04
2014-10-28,Central,Office Supplies,7.056,2.205,2014-10
2014-10-28,Central,Technology,27.184,2.0388,2014-10
2013-07-09,West,Technology,107.984,9.4486,2013-07
2013-07-09,West,Office Supplies,19.296,6.03,2013-07
2012-08-09,South,Office Supplies,4.608,1.6704,2012-08
2013-12-10,South,Furniture,79.974,-29.3238,2013-12
2013-12-10,South,Office Supplies,2.946,-2.0622,2013-12
2013-11-14,Central,Office Supplies,3.136,-4.704,2013-11
2011-11-14,Central,Office Supplies,20.736,7.2576,2011-11
2011-11-17,West,Technology,99.98,7.9984,2011-11
2011-11-17,West,Office Supplies,733.95,352.296,2011-11
2011-11-17,West,Office Supplies,241.44,72.432,2011-11
2013-03-05,South,Office Supplies,10.08,3.528,2013-03
2011-10-11,East,Office Supplies,281.904,10.5714,2011-10
2011-10-11,East,Office Supplies,201.432,67.9833,2011-10
2011-05-22,South,Technology,135.98,33.995,2011-05
2011-05-22,South,Technology,44.95,12.586,2011-05
2011-07-15,Central,Technology,2.97,1.3068,2011-07
2011-07-15,Central,Office Supplies,6.54,2.6814,2011-07
2012-12-27,West,Technology,7.92,3.4848,2012-12
2012-02-09,West,Furniture,203.92,22.941,2012-02
2014-05-09,West,Technology,3359.952,1049.985,2014-05
2014-11-03,Central,Office Supplies,18.24,9.12,2014-11
2014-11-03,Central,Office Supplies,27.78,9.1674,2014-11
2011-04-05,South,Office Supplies,22.96,7.5768,2011-04
2011-04-05,South,Technology,28.99,8.4071,2011-04
2011-04-05,South,Office Supplies,12.96,6.3504,2011-04
2011-04-05,South,Office Supplies,22.96,6.6584,2011-04
2011-04-05,South,Office Supplies,4164.05,83.281,2011-04
2011-09-17,South,Technology,47.984,13.1956,2011-09
2011-09-17,South,Office Supplies,4.624,1.6762,2011-09
2011-09-30,East,Furniture,15.24,5.1816,2011-09
2011-09-12,East,Office Supplies,63.924,-46.8776,2011-09
2014-02-21,Central,Office Supplies,6.56,1.9024,2014-02
2014-02-21,Central,Office Supplies,13.11,3.4086,2014-02
2012-12-13,West,Technology,494.376,49.4376,2012-12
2012-12-13,West,Office Supplies,29.2,9.855,2012-12
2012-12-13,West,Technology,248.85,27.3735,2012-12
2012-12-13,West,Technology,36.24,15.2208,2012-12
2013-10-31,Central,Office Supplies,11.68,3.504,2013-10
2011-12-26,West,Office Supplies,11.91,0.1191,2011-12
2011-12-26,West,Furniture,3.48,1.1136,2011-12
2011-08-15,Central,Office Supplies,30.96,-52.632,2011-08
2014-10-02,East,Technology,1704.89,767.2005,2014-10
2012-05-23,West,Office Supplies,19.194,-12.796,2012-05
2012-05-23,West,Office Supplies,121.792,13.7016,2012-05
2014-11-17,West,Technology,1919.976,215.9973,2014-11
2011-11-18,East,Office Supplies,50.997,-40.7976,2011-11
2011-11-18,East,Office Supplies,76.792,-16.3183,2011-11
2011-11-18,East,Technology,539.964,-107.9928,2011-11
2011-11-18,East,Furniture,60.312,5.2773,2011-11
2011-11-18,East,Office Supplies,1.944,-1.4256,2011-11
2011-12-30,Central,Office Supplies,12.984,4.7067,2011-12
2011-12-30,Central,Technology,217.584,19.0386,2011-12
2011-12-30,Central,Technology,328.776,28.7679,2011-12
2011-12-30,Central,Office Supplies,2.286,-3.6576,2011-12
2011-12-30,Central,Technology,47.984,14.3952,2011-12
2012-11-05,East,Office Supplies,25.344,8.8704,2012-11
2013-09-18,East,Office Supplies,232.4,78.435,2013-09
2013-03-21,South,Furniture,86.45,38.038,2013-03
2011-09-27,West,Furniture,603.92,45.294,2011-09
2011-09-27,West,Office Supplies,81.98,40.1702,2011-09
2014-12-25,East,Furniture,271.764,48.3136,2014-12
2014-12-25,East,Office Supplies,14.376,4.8519,2014-12
2014-11-11,Central,Furniture,341.96,-427.45,2014-11
2012-09-11,West,Office Supplies,181.35,48.9645,2012-09
2012-09-11,West,Office Supplies,8.64,4.2336,2012-09
2011-12-20,South,Office Supplies,43.512,3.8073,2011-12
2011-12-20,South,Furniture,662.88,74.574,2011-12
2011-12-20,South,Office Supplies,25.92,9.072,2011-12
2012-07-23,East,Office Supplies,68.94,20.682,2012-07
2012-07-23,East,Furniture,128.82,50.2398,2012-07
2011-11-11,Central,Office Supplies,896.99,-1480.0335,2011-11
2011-11-11,Central,Office Supplies,1.234,-1.9744,2011-11
2011-11-11,Central,Office Supplies,67.56,6.756,2011-11
2011-11-11,Central,Office Supplies,21.72,7.8735,2011-11
2011-11-11,Central,Office Supplies,262.336,95.0968,2011-11
2011-11-11,Central,Technology,148.48,16.704,2011-11
2011-11-11,Central,Technology,241.176,15.0735,2011-11
2014-12-15,Central,Technology,227.976,28.497,2014-12
2014-12-15,Central,Technology,52.68,19.755,2014-12
2014-12-15,Central,Furniture,2.032,-1.3208,2014-12
2014-08-22,West,Office Supplies,17.12,4.9648,2014-08
2014-08-22,West,Technology,431.968,37.7972,2014-08
2014-08-22,West,Furniture,129.92,10.3936,2014-08
2014-08-22,West,Furniture,568.728,28.4364,2014-08
2014-08-22,West,Office Supplies,117.144,42.4647,2014-08
2014-08-22,West,Office Supplies,203.52,54.9504,2014-08
2014-08-22,West,Office Supplies,51.75,24.84,2014-08
2013-08-28,East,Office Supplies,122.97,60.2553,2013-08
2013-08-28,East,Furniture,244.615,20.967,2013-08
2013-08-28,East,Technology,59.97,28.7856,2013-08
2013-08-28,East,Office Supplies,81.54,36.693,2013-08
2013-08-28,East,Office Supplies,11.68,5.256,2013-08
2013-08-28,East,Office Supplies,29.0,13.92,2013-08
2012-08-13,West,Office Supplies,50.8,13.208,2012-08
2014-11-06,Central,Office Supplies,16.03,-25.648,2014-11
2013-08-18,West,Office Supplies,15.712,5.6956,2013-08
2013-12-27,East,Technology,89.97,18.8937,2013-12
2011-09-23,West,Furniture,435.999,20.5176,2011-09
2011-09-23,West,Technology,83.984,31.494,2011-09
2011-07-19,East,Technology,359.98,93.5948,2011-07
2011-07-19,East,Furniture,70.56,-4.032,2011-07
2011-07-19,East,Office Supplies,20.88,9.6048,2011-07
2011-07-19,East,Office Supplies,3.81,1.8288,2011-07
2014-09-08,Central,Office Supplies,73.008,26.4654,2014-09
2013-05-07,Central,Office Supplies,3.208,-5.2932,2013-05
2013-05-07,Central,Technology,26.176,-3.272,2013-05
2012-06-04,East,Office Supplies,30.44,14.3068,2012-06
2012-06-04,East,Furniture,35.28,11.9952,2012-06
2012-12-13,East,Office Supplies,19.44,9.3312,2012-12
2012-12-13,East,Office Supplies,37.88,18.94,2012-12
2013-07-17,Central,Furniture,9.552,-3.8208,2013-07
